2018-08-16 21:55:47,忘卿209,耒阳,5,很好看，绝望中人性表露完美，主题深刻。令人回味。
2018-08-16 21:10:58,qzuser,眉山,5,给十分的原因是很要好的朋友陪去看的，就像家人一样的朋友。所以觉得很好看！不过确实还不错！
2018-08-16 21:10:43,euQ881270969,北京,5,票买了，忘了去看了
2018-08-16 21:09:57,_qqz2v1428988806,武汉,5,有黄渤的电影不会太差
2018-08-16 21:09:12,贵阳晓风残月,贵阳,5,环境不错，情节感人，内容丰富
2018-08-16 21:14:16,小二,厦门,4,还行，有寓意的电影
2018-08-16 21:14:07,chr661132310,赤峰,3,还行，，，，，
2018-08-16 21:14:03,q19960923,哈尔滨,0.5,理解不了，中途退场了
2018-08-16 21:13:40,哈喽丶兔小强,常州,5,好看👍👍👍👍
2018-08-16 21:13:30,千金king,钦州,1,演得太假了！！！
2018-08-16 21:13:04,故人莫忘,南充,4,看起来还是很不错的
2018-08-16 21:12:47,fLR545842251,新民,4.5,人性的黑暗面真实的展露但我认为这个结局应该是不太现实所以给9分
2018-08-16 21:11:57,pJP620352618,宁乡,5,好看死了真的不骗你们
2018-08-16 21:11:38,芊芊陀,醴陵,5,感觉不错，挺喜欢的😊
2018-08-16 21:11:16,Qfr393389374,焦作,4,没有想象中的那么好看，不过还可以的
2018-08-16 21:10:58,qzuser,眉山,5,给十分的原因是很要好的朋友陪去看的，就像家人一样的朋友。所以觉得很好看！不过确实还不错！
2018-08-16 21:10:43,euQ881270969,北京,5,票买了，忘了去看了
2018-08-16 21:09:57,_qqz2v1428988806,武汉,5,有黄渤的电影不会太差
2018-08-16 21:09:12,贵阳晓风残月,贵阳,5,环境不错，情节感人，内容丰富
2018-08-16 21:09:05,Danicex,合肥,5,对黄渤的电影很有期待 电影也没有让我失望 很赞
2018-08-16 21:14:07,chr661132310,赤峰,3,还行，，，，，
2018-08-16 21:14:03,q19960923,哈尔滨,0.5,理解不了，中途退场了
2018-08-16 21:13:40,哈喽丶兔小强,常州,5,好看👍👍👍👍
2018-08-16 21:13:30,千金king,钦州,1,演得太假了！！！
2018-08-16 21:13:04,故人莫忘,南充,4,看起来还是很不错的
2018-08-16 21:12:47,fLR545842251,新民,4.5,人性的黑暗面真实的展露但我认为这个结局应该是不太现实所以给9分
2018-08-16 21:11:57,pJP620352618,宁乡,5,好看死了真的不骗你们
2018-08-16 21:11:38,芊芊陀,醴陵,5,感觉不错，挺喜欢的😊
2018-08-16 21:11:16,Qfr393389374,焦作,4,没有想象中的那么好看，不过还可以的
2018-08-16 21:10:58,qzuser,眉山,5,给十分的原因是很要好的朋友陪去看的，就像家人一样的朋友。所以觉得很好看！不过确实还不错！
2018-08-16 21:10:43,euQ881270969,北京,5,票买了，忘了去看了
2018-08-16 21:09:57,_qqz2v1428988806,武汉,5,有黄渤的电影不会太差
2018-08-16 21:09:12,贵阳晓风残月,贵阳,5,环境不错，情节感人，内容丰富
2018-08-16 21:09:05,Danicex,合肥,5,对黄渤的电影很有期待 电影也没有让我失望 很赞
2018-08-16 21:07:35,jnx227043165,北京,3,情节跌宕寓意有些乱
2018-08-16 21:14:03,q19960923,哈尔滨,0.5,理解不了，中途退场了
2018-08-16 21:13:40,哈喽丶兔小强,常州,5,好看👍👍👍👍
2018-08-16 21:13:30,千金king,钦州,1,演得太假了！！！
2018-08-16 21:13:04,故人莫忘,南充,4,看起来还是很不错的
2018-08-16 21:12:47,fLR545842251,新民,4.5,人性的黑暗面真实的展露但我认为这个结局应该是不太现实所以给9分
2018-08-16 21:11:57,pJP620352618,宁乡,5,好看死了真的不骗你们
2018-08-16 21:11:38,芊芊陀,醴陵,5,感觉不错，挺喜欢的😊
2018-08-16 21:11:16,Qfr393389374,焦作,4,没有想象中的那么好看，不过还可以的
2018-08-16 21:10:58,qzuser,眉山,5,给十分的原因是很要好的朋友陪去看的，就像家人一样的朋友。所以觉得很好看！不过确实还不错！
2018-08-16 21:10:43,euQ881270969,北京,5,票买了，忘了去看了
2018-08-16 21:09:57,_qqz2v1428988806,武汉,5,有黄渤的电影不会太差
2018-08-16 21:09:12,贵阳晓风残月,贵阳,5,环境不错，情节感人，内容丰富
2018-08-16 21:09:05,Danicex,合肥,5,对黄渤的电影很有期待 电影也没有让我失望 很赞
2018-08-16 21:07:35,jnx227043165,北京,3,情节跌宕寓意有些乱
2018-08-16 21:07:32,NOx604704998,淄博,5,好看！不错！艺兴演技不错哦~
2018-08-16 21:13:40,哈喽丶兔小强,常州,5,好看👍👍👍👍
2018-08-16 21:13:30,千金king,钦州,1,演得太假了！！！
2018-08-16 21:13:04,故人莫忘,南充,4,看起来还是很不错的
2018-08-16 21:12:47,fLR545842251,新民,4.5,人性的黑暗面真实的展露但我认为这个结局应该是不太现实所以给9分
2018-08-16 21:11:57,pJP620352618,宁乡,5,好看死了真的不骗你们
2018-08-16 21:11:38,芊芊陀,醴陵,5,感觉不错，挺喜欢的😊
2018-08-16 21:11:16,Qfr393389374,焦作,4,没有想象中的那么好看，不过还可以的
2018-08-16 21:10:58,qzuser,眉山,5,给十分的原因是很要好的朋友陪去看的，就像家人一样的朋友。所以觉得很好看！不过确实还不错！
2018-08-16 21:10:43,euQ881270969,北京,5,票买了，忘了去看了
2018-08-16 21:09:57,_qqz2v1428988806,武汉,5,有黄渤的电影不会太差
2018-08-16 21:09:12,贵阳晓风残月,贵阳,5,环境不错，情节感人，内容丰富
2018-08-16 21:09:05,Danicex,合肥,5,对黄渤的电影很有期待 电影也没有让我失望 很赞
2018-08-16 21:07:35,jnx227043165,北京,3,情节跌宕寓意有些乱
2018-08-16 21:07:32,NOx604704998,淄博,5,好看！不错！艺兴演技不错哦~
2018-08-16 21:07:27,胖极啦baby,天津,1,看不懂。。。
2018-08-16 21:13:30,千金king,钦州,1,演得太假了！！！
2018-08-16 21:13:04,故人莫忘,南充,4,看起来还是很不错的
2018-08-16 21:12:47,fLR545842251,新民,4.5,人性的黑暗面真实的展露但我认为这个结局应该是不太现实所以给9分
2018-08-16 21:11:57,pJP620352618,宁乡,5,好看死了真的不骗你们
2018-08-16 21:11:38,芊芊陀,醴陵,5,感觉不错，挺喜欢的😊
2018-08-16 21:11:16,Qfr393389374,焦作,4,没有想象中的那么好看，不过还可以的
2018-08-16 21:10:58,qzuser,眉山,5,给十分的原因是很要好的朋友陪去看的，就像家人一样的朋友。所以觉得很好看！不过确实还不错！
2018-08-16 21:10:43,euQ881270969,北京,5,票买了，忘了去看了
2018-08-16 21:09:57,_qqz2v1428988806,武汉,5,有黄渤的电影不会太差
2018-08-16 21:09:12,贵阳晓风残月,贵阳,5,环境不错，情节感人，内容丰富
2018-08-16 21:09:05,Danicex,合肥,5,对黄渤的电影很有期待 电影也没有让我失望 很赞
2018-08-16 21:07:35,jnx227043165,北京,3,情节跌宕寓意有些乱
2018-08-16 21:07:32,NOx604704998,淄博,5,好看！不错！艺兴演技不错哦~
2018-08-16 21:07:27,胖极啦baby,天津,1,看不懂。。。
2018-08-16 21:07:21,奇了怪了661,江门,4,很好哭好看
2018-08-16 21:13:04,故人莫忘,南充,4,看起来还是很不错的
2018-08-16 21:12:47,fLR545842251,新民,4.5,人性的黑暗面真实的展露但我认为这个结局应该是不太现实所以给9分
2018-08-16 21:11:57,pJP620352618,宁乡,5,好看死了真的不骗你们
2018-08-16 21:11:38,芊芊陀,醴陵,5,感觉不错，挺喜欢的😊
2018-08-16 21:11:16,Qfr393389374,焦作,4,没有想象中的那么好看，不过还可以的
2018-08-16 21:10:58,qzuser,眉山,5,给十分的原因是很要好的朋友陪去看的，就像家人一样的朋友。所以觉得很好看！不过确实还不错！
2018-08-16 21:10:43,euQ881270969,北京,5,票买了，忘了去看了
2018-08-16 21:09:57,_qqz2v1428988806,武汉,5,有黄渤的电影不会太差
2018-08-16 21:09:12,贵阳晓风残月,贵阳,5,环境不错，情节感人，内容丰富
2018-08-16 21:09:05,Danicex,合肥,5,对黄渤的电影很有期待 电影也没有让我失望 很赞
2018-08-16 21:07:35,jnx227043165,北京,3,情节跌宕寓意有些乱
2018-08-16 21:07:32,NOx604704998,淄博,5,好看！不错！艺兴演技不错哦~
2018-08-16 21:07:27,胖极啦baby,天津,1,看不懂。。。
2018-08-16 21:07:21,奇了怪了661,江门,4,很好哭好看
2018-08-16 21:07:18,liuge1026,郑州,5,不错，值得推荐
2018-08-16 21:12:47,fLR545842251,新民,4.5,人性的黑暗面真实的展露但我认为这个结局应该是不太现实所以给9分
2018-08-16 21:11:57,pJP620352618,宁乡,5,好看死了真的不骗你们
2018-08-16 21:11:38,芊芊陀,醴陵,5,感觉不错，挺喜欢的😊
2018-08-16 21:11:16,Qfr393389374,焦作,4,没有想象中的那么好看，不过还可以的
2018-08-16 21:10:58,qzuser,眉山,5,给十分的原因是很要好的朋友陪去看的，就像家人一样的朋友。所以觉得很好看！不过确实还不错！
2018-08-16 21:10:43,euQ881270969,北京,5,票买了，忘了去看了
2018-08-16 21:09:57,_qqz2v1428988806,武汉,5,有黄渤的电影不会太差
2018-08-16 21:09:12,贵阳晓风残月,贵阳,5,环境不错，情节感人，内容丰富
2018-08-16 21:09:05,Danicex,合肥,5,对黄渤的电影很有期待 电影也没有让我失望 很赞
2018-08-16 21:07:35,jnx227043165,北京,3,情节跌宕寓意有些乱
2018-08-16 21:07:32,NOx604704998,淄博,5,好看！不错！艺兴演技不错哦~
2018-08-16 21:07:27,胖极啦baby,天津,1,看不懂。。。
2018-08-16 21:07:21,奇了怪了661,江门,4,很好哭好看
2018-08-16 21:07:18,liuge1026,郑州,5,不错，值得推荐
2018-08-16 21:07:06,Gzx19891212,顺德,4,还可以，有小小深度！！！！
2018-08-16 21:11:57,pJP620352618,宁乡,5,好看死了真的不骗你们
2018-08-16 21:11:38,芊芊陀,醴陵,5,感觉不错，挺喜欢的😊
2018-08-16 21:11:16,Qfr393389374,焦作,4,没有想象中的那么好看，不过还可以的
2018-08-16 21:10:58,qzuser,眉山,5,给十分的原因是很要好的朋友陪去看的，就像家人一样的朋友。所以觉得很好看！不过确实还不错！
2018-08-16 21:10:43,euQ881270969,北京,5,票买了，忘了去看了
2018-08-16 21:09:57,_qqz2v1428988806,武汉,5,有黄渤的电影不会太差
2018-08-16 21:09:12,贵阳晓风残月,贵阳,5,环境不错，情节感人，内容丰富
2018-08-16 21:09:05,Danicex,合肥,5,对黄渤的电影很有期待 电影也没有让我失望 很赞
2018-08-16 21:07:35,jnx227043165,北京,3,情节跌宕寓意有些乱
2018-08-16 21:07:32,NOx604704998,淄博,5,好看！不错！艺兴演技不错哦~
2018-08-16 21:07:27,胖极啦baby,天津,1,看不懂。。。
2018-08-16 21:07:21,奇了怪了661,江门,4,很好哭好看
2018-08-16 21:07:18,liuge1026,郑州,5,不错，值得推荐
2018-08-16 21:07:06,Gzx19891212,顺德,4,还可以，有小小深度！！！！
2018-08-16 21:07:02,hHJ677535801,齐齐哈尔,5,可以可以 挺好的
2018-08-16 21:11:57,pJP620352618,宁乡,5,好看死了真的不骗你们
2018-08-16 21:11:38,芊芊陀,醴陵,5,感觉不错，挺喜欢的😊
2018-08-16 21:11:16,Qfr393389374,焦作,4,没有想象中的那么好看，不过还可以的
2018-08-16 21:10:58,qzuser,眉山,5,给十分的原因是很要好的朋友陪去看的，就像家人一样的朋友。所以觉得很好看！不过确实还不错！
2018-08-16 21:10:43,euQ881270969,北京,5,票买了，忘了去看了
2018-08-16 21:09:57,_qqz2v1428988806,武汉,5,有黄渤的电影不会太差
2018-08-16 21:09:12,贵阳晓风残月,贵阳,5,环境不错，情节感人，内容丰富
2018-08-16 21:09:05,Danicex,合肥,5,对黄渤的电影很有期待 电影也没有让我失望 很赞
2018-08-16 21:07:35,jnx227043165,北京,3,情节跌宕寓意有些乱
2018-08-16 21:07:32,NOx604704998,淄博,5,好看！不错！艺兴演技不错哦~
2018-08-16 21:07:27,胖极啦baby,天津,1,看不懂。。。
2018-08-16 21:07:21,奇了怪了661,江门,4,很好哭好看
2018-08-16 21:07:18,liuge1026,郑州,5,不错，值得推荐
2018-08-16 21:07:06,Gzx19891212,顺德,4,还可以，有小小深度！！！！
2018-08-16 21:07:02,hHJ677535801,齐齐哈尔,5,可以可以 挺好的
2018-08-16 21:11:38,芊芊陀,醴陵,5,感觉不错，挺喜欢的😊
2018-08-16 21:11:16,Qfr393389374,焦作,4,没有想象中的那么好看，不过还可以的
2018-08-16 21:10:58,qzuser,眉山,5,给十分的原因是很要好的朋友陪去看的，就像家人一样的朋友。所以觉得很好看！不过确实还不错！
2018-08-16 21:10:43,euQ881270969,北京,5,票买了，忘了去看了
2018-08-16 21:09:57,_qqz2v1428988806,武汉,5,有黄渤的电影不会太差
2018-08-16 21:09:12,贵阳晓风残月,贵阳,5,环境不错，情节感人，内容丰富
2018-08-16 21:09:05,Danicex,合肥,5,对黄渤的电影很有期待 电影也没有让我失望 很赞
2018-08-16 21:07:35,jnx227043165,北京,3,情节跌宕寓意有些乱
2018-08-16 21:07:32,NOx604704998,淄博,5,好看！不错！艺兴演技不错哦~
2018-08-16 21:07:27,胖极啦baby,天津,1,看不懂。。。
2018-08-16 21:07:21,奇了怪了661,江门,4,很好哭好看
2018-08-16 21:07:18,liuge1026,郑州,5,不错，值得推荐
2018-08-16 21:07:06,Gzx19891212,顺德,4,还可以，有小小深度！！！！
2018-08-16 21:07:02,hHJ677535801,齐齐哈尔,5,可以可以 挺好的
2018-08-16 21:06:39,暖暖轮廓,赣榆,5,真的一出好戏
2018-08-16 21:10:58,qzuser,眉山,5,给十分的原因是很要好的朋友陪去看的，就像家人一样的朋友。所以觉得很好看！不过确实还不错！
2018-08-16 21:10:43,euQ881270969,北京,5,票买了，忘了去看了
2018-08-16 21:09:57,_qqz2v1428988806,武汉,5,有黄渤的电影不会太差
2018-08-16 21:09:12,贵阳晓风残月,贵阳,5,环境不错，情节感人，内容丰富
2018-08-16 21:09:05,Danicex,合肥,5,对黄渤的电影很有期待 电影也没有让我失望 很赞
2018-08-16 21:07:35,jnx227043165,北京,3,情节跌宕寓意有些乱
2018-08-16 21:07:32,NOx604704998,淄博,5,好看！不错！艺兴演技不错哦~
2018-08-16 21:07:27,胖极啦baby,天津,1,看不懂。。。
2018-08-16 21:07:21,奇了怪了661,江门,4,很好哭好看
2018-08-16 21:07:18,liuge1026,郑州,5,不错，值得推荐
2018-08-16 21:07:06,Gzx19891212,顺德,4,还可以，有小小深度！！！！
2018-08-16 21:07:02,hHJ677535801,齐齐哈尔,5,可以可以 挺好的
2018-08-16 21:06:39,暖暖轮廓,赣榆,5,真的一出好戏
2018-08-16 21:05:53,yc1897.,淮安,5,看完微博上的脑洞分析忽然感觉自己看了恐怖片
2018-08-16 21:05:37,sSD116903566,西安,0.5,一座孤岛，这么经典的主题硬是拍成一锅垃圾大杂烩，还用配乐不明不白，
2018-08-16 21:10:43,euQ881270969,北京,5,票买了，忘了去看了
2018-08-16 21:09:57,_qqz2v1428988806,武汉,5,有黄渤的电影不会太差
2018-08-16 21:09:12,贵阳晓风残月,贵阳,5,环境不错，情节感人，内容丰富
2018-08-16 21:09:05,Danicex,合肥,5,对黄渤的电影很有期待 电影也没有让我失望 很赞
2018-08-16 21:07:35,jnx227043165,北京,3,情节跌宕寓意有些乱
2018-08-16 21:07:32,NOx604704998,淄博,5,好看！不错！艺兴演技不错哦~
2018-08-16 21:07:27,胖极啦baby,天津,1,看不懂。。。
2018-08-16 21:07:21,奇了怪了661,江门,4,很好哭好看
2018-08-16 21:07:18,liuge1026,郑州,5,不错，值得推荐
2018-08-16 21:07:06,Gzx19891212,顺德,4,还可以，有小小深度！！！！
2018-08-16 21:07:02,hHJ677535801,齐齐哈尔,5,可以可以 挺好的
2018-08-16 21:06:39,暖暖轮廓,赣榆,5,真的一出好戏
2018-08-16 21:05:53,yc1897.,淮安,5,看完微博上的脑洞分析忽然感觉自己看了恐怖片
2018-08-16 21:05:37,sSD116903566,西安,0.5,一座孤岛，这么经典的主题硬是拍成一锅垃圾大杂烩，还用配乐不明不白，
2018-08-16 21:05:33,fTi302658518,东莞,5,超喜欢黄渤，他的电影都会去支持，也喜欢这次的所有参演人员，演技很到位
2018-08-16 21:09:57,_qqz2v1428988806,武汉,5,有黄渤的电影不会太差
2018-08-16 21:09:12,贵阳晓风残月,贵阳,5,环境不错，情节感人，内容丰富
2018-08-16 21:09:05,Danicex,合肥,5,对黄渤的电影很有期待 电影也没有让我失望 很赞
2018-08-16 21:07:35,jnx227043165,北京,3,情节跌宕寓意有些乱
2018-08-16 21:07:32,NOx604704998,淄博,5,好看！不错！艺兴演技不错哦~
2018-08-16 21:07:27,胖极啦baby,天津,1,看不懂。。。
2018-08-16 21:07:21,奇了怪了661,江门,4,很好哭好看
2018-08-16 21:07:18,liuge1026,郑州,5,不错，值得推荐
2018-08-16 21:07:06,Gzx19891212,顺德,4,还可以，有小小深度！！！！
2018-08-16 21:07:02,hHJ677535801,齐齐哈尔,5,可以可以 挺好的
2018-08-16 21:06:39,暖暖轮廓,赣榆,5,真的一出好戏
2018-08-16 21:05:53,yc1897.,淮安,5,看完微博上的脑洞分析忽然感觉自己看了恐怖片
2018-08-16 21:05:37,sSD116903566,西安,0.5,一座孤岛，这么经典的主题硬是拍成一锅垃圾大杂烩，还用配乐不明不白，
2018-08-16 21:05:33,fTi302658518,东莞,5,超喜欢黄渤，他的电影都会去支持，也喜欢这次的所有参演人员，演技很到位
2018-08-16 21:05:25,懒丶,宜昌,4,还不错，演技很赞，但是故事讲的我有点迷糊
2018-08-16 21:09:12,贵阳晓风残月,贵阳,5,环境不错，情节感人，内容丰富
2018-08-16 21:09:05,Danicex,合肥,5,对黄渤的电影很有期待 电影也没有让我失望 很赞
2018-08-16 21:07:35,jnx227043165,北京,3,情节跌宕寓意有些乱
2018-08-16 21:07:32,NOx604704998,淄博,5,好看！不错！艺兴演技不错哦~
2018-08-16 21:07:27,胖极啦baby,天津,1,看不懂。。。
2018-08-16 21:07:21,奇了怪了661,江门,4,很好哭好看
2018-08-16 21:07:18,liuge1026,郑州,5,不错，值得推荐
2018-08-16 21:07:06,Gzx19891212,顺德,4,还可以，有小小深度！！！！
2018-08-16 21:07:02,hHJ677535801,齐齐哈尔,5,可以可以 挺好的
2018-08-16 21:06:39,暖暖轮廓,赣榆,5,真的一出好戏
2018-08-16 21:05:53,yc1897.,淮安,5,看完微博上的脑洞分析忽然感觉自己看了恐怖片
2018-08-16 21:05:37,sSD116903566,西安,0.5,一座孤岛，这么经典的主题硬是拍成一锅垃圾大杂烩，还用配乐不明不白，
2018-08-16 21:05:33,fTi302658518,东莞,5,超喜欢黄渤，他的电影都会去支持，也喜欢这次的所有参演人员，演技很到位
2018-08-16 21:05:25,懒丶,宜昌,4,还不错，演技很赞，但是故事讲的我有点迷糊
2018-08-16 21:05:21,q867269956,天津,4,冲着黄渤去的，演技很好，剧情有一些乱，小绵羊成为一只腹黑小绵羊了
2018-08-16 21:09:05,Danicex,合肥,5,对黄渤的电影很有期待 电影也没有让我失望 很赞
2018-08-16 21:07:35,jnx227043165,北京,3,情节跌宕寓意有些乱
2018-08-16 21:07:32,NOx604704998,淄博,5,好看！不错！艺兴演技不错哦~
2018-08-16 21:07:27,胖极啦baby,天津,1,看不懂。。。
2018-08-16 21:07:21,奇了怪了661,江门,4,很好哭好看
2018-08-16 21:07:18,liuge1026,郑州,5,不错，值得推荐
2018-08-16 21:07:06,Gzx19891212,顺德,4,还可以，有小小深度！！！！
2018-08-16 21:07:02,hHJ677535801,齐齐哈尔,5,可以可以 挺好的
2018-08-16 21:06:39,暖暖轮廓,赣榆,5,真的一出好戏
2018-08-16 21:05:53,yc1897.,淮安,5,看完微博上的脑洞分析忽然感觉自己看了恐怖片
2018-08-16 21:05:37,sSD116903566,西安,0.5,一座孤岛，这么经典的主题硬是拍成一锅垃圾大杂烩，还用配乐不明不白，
2018-08-16 21:05:33,fTi302658518,东莞,5,超喜欢黄渤，他的电影都会去支持，也喜欢这次的所有参演人员，演技很到位
2018-08-16 21:05:25,懒丶,宜昌,4,还不错，演技很赞，但是故事讲的我有点迷糊
2018-08-16 21:05:21,q867269956,天津,4,冲着黄渤去的，演技很好，剧情有一些乱，小绵羊成为一只腹黑小绵羊了
2018-08-16 21:05:13,Asy284491892,大连,0.5,贼气贼气贼气
2018-08-16 21:07:35,jnx227043165,北京,3,情节跌宕寓意有些乱
2018-08-16 21:07:32,NOx604704998,淄博,5,好看！不错！艺兴演技不错哦~
2018-08-16 21:07:27,胖极啦baby,天津,1,看不懂。。。
2018-08-16 21:07:21,奇了怪了661,江门,4,很好哭好看
2018-08-16 21:07:18,liuge1026,郑州,5,不错，值得推荐
2018-08-16 21:07:06,Gzx19891212,顺德,4,还可以，有小小深度！！！！
2018-08-16 21:07:02,hHJ677535801,齐齐哈尔,5,可以可以 挺好的
2018-08-16 21:06:39,暖暖轮廓,赣榆,5,真的一出好戏
2018-08-16 21:05:53,yc1897.,淮安,5,看完微博上的脑洞分析忽然感觉自己看了恐怖片
2018-08-16 21:05:37,sSD116903566,西安,0.5,一座孤岛，这么经典的主题硬是拍成一锅垃圾大杂烩，还用配乐不明不白，
2018-08-16 21:05:33,fTi302658518,东莞,5,超喜欢黄渤，他的电影都会去支持，也喜欢这次的所有参演人员，演技很到位
2018-08-16 21:05:25,懒丶,宜昌,4,还不错，演技很赞，但是故事讲的我有点迷糊
2018-08-16 21:05:21,q867269956,天津,4,冲着黄渤去的，演技很好，剧情有一些乱，小绵羊成为一只腹黑小绵羊了
2018-08-16 21:05:13,Asy284491892,大连,0.5,贼气贼气贼气
2018-08-16 21:05:09,遇见69297,长沙,4.5,开始后有点一小截画面很晃，晃的眼花。当然笑点也很多啊，蛮搞笑的，心情不好都可以治愈了
2018-08-16 21:07:32,NOx604704998,淄博,5,好看！不错！艺兴演技不错哦~
2018-08-16 21:07:27,胖极啦baby,天津,1,看不懂。。。
2018-08-16 21:07:21,奇了怪了661,江门,4,很好哭好看
2018-08-16 21:07:18,liuge1026,郑州,5,不错，值得推荐
2018-08-16 21:07:06,Gzx19891212,顺德,4,还可以，有小小深度！！！！
2018-08-16 21:07:02,hHJ677535801,齐齐哈尔,5,可以可以 挺好的
2018-08-16 21:06:39,暖暖轮廓,赣榆,5,真的一出好戏
2018-08-16 21:05:53,yc1897.,淮安,5,看完微博上的脑洞分析忽然感觉自己看了恐怖片
2018-08-16 21:05:37,sSD116903566,西安,0.5,一座孤岛，这么经典的主题硬是拍成一锅垃圾大杂烩，还用配乐不明不白，
2018-08-16 21:05:33,fTi302658518,东莞,5,超喜欢黄渤，他的电影都会去支持，也喜欢这次的所有参演人员，演技很到位
2018-08-16 21:05:25,懒丶,宜昌,4,还不错，演技很赞，但是故事讲的我有点迷糊
2018-08-16 21:05:21,q867269956,天津,4,冲着黄渤去的，演技很好，剧情有一些乱，小绵羊成为一只腹黑小绵羊了
2018-08-16 21:05:13,Asy284491892,大连,0.5,贼气贼气贼气
2018-08-16 21:05:09,遇见69297,长沙,4.5,开始后有点一小截画面很晃，晃的眼花。当然笑点也很多啊，蛮搞笑的，心情不好都可以治愈了
2018-08-16 21:05:08,rqO700627030,长春,5,挺逗的，非常不错
2018-08-16 21:07:27,胖极啦baby,天津,1,看不懂。。。
2018-08-16 21:07:21,奇了怪了661,江门,4,很好哭好看
2018-08-16 21:07:18,liuge1026,郑州,5,不错，值得推荐
2018-08-16 21:07:06,Gzx19891212,顺德,4,还可以，有小小深度！！！！
2018-08-16 21:07:02,hHJ677535801,齐齐哈尔,5,可以可以 挺好的
2018-08-16 21:06:39,暖暖轮廓,赣榆,5,真的一出好戏
2018-08-16 21:05:53,yc1897.,淮安,5,看完微博上的脑洞分析忽然感觉自己看了恐怖片
2018-08-16 21:05:37,sSD116903566,西安,0.5,一座孤岛，这么经典的主题硬是拍成一锅垃圾大杂烩，还用配乐不明不白，
2018-08-16 21:05:33,fTi302658518,东莞,5,超喜欢黄渤，他的电影都会去支持，也喜欢这次的所有参演人员，演技很到位
2018-08-16 21:05:25,懒丶,宜昌,4,还不错，演技很赞，但是故事讲的我有点迷糊
2018-08-16 21:05:21,q867269956,天津,4,冲着黄渤去的，演技很好，剧情有一些乱，小绵羊成为一只腹黑小绵羊了
2018-08-16 21:05:13,Asy284491892,大连,0.5,贼气贼气贼气
2018-08-16 21:05:09,遇见69297,长沙,4.5,开始后有点一小截画面很晃，晃的眼花。当然笑点也很多啊，蛮搞笑的，心情不好都可以治愈了
2018-08-16 21:05:08,rqO700627030,长春,5,挺逗的，非常不错
2018-08-16 21:05:01,vos217805695,南京,4.5,还不错，挺喜欢黄渤的加油↖(^ω^)↗
2018-08-16 21:07:27,胖极啦baby,天津,1,看不懂。。。
2018-08-16 21:07:21,奇了怪了661,江门,4,很好哭好看
2018-08-16 21:07:18,liuge1026,郑州,5,不错，值得推荐
2018-08-16 21:07:06,Gzx19891212,顺德,4,还可以，有小小深度！！！！
2018-08-16 21:07:02,hHJ677535801,齐齐哈尔,5,可以可以 挺好的
2018-08-16 21:06:39,暖暖轮廓,赣榆,5,真的一出好戏
2018-08-16 21:05:53,yc1897.,淮安,5,看完微博上的脑洞分析忽然感觉自己看了恐怖片
2018-08-16 21:05:37,sSD116903566,西安,0.5,一座孤岛，这么经典的主题硬是拍成一锅垃圾大杂烩，还用配乐不明不白，
2018-08-16 21:05:33,fTi302658518,东莞,5,超喜欢黄渤，他的电影都会去支持，也喜欢这次的所有参演人员，演技很到位
2018-08-16 21:05:25,懒丶,宜昌,4,还不错，演技很赞，但是故事讲的我有点迷糊
2018-08-16 21:05:21,q867269956,天津,4,冲着黄渤去的，演技很好，剧情有一些乱，小绵羊成为一只腹黑小绵羊了
2018-08-16 21:05:13,Asy284491892,大连,0.5,贼气贼气贼气
2018-08-16 21:05:09,遇见69297,长沙,4.5,开始后有点一小截画面很晃，晃的眼花。当然笑点也很多啊，蛮搞笑的，心情不好都可以治愈了
2018-08-16 21:05:08,rqO700627030,长春,5,挺逗的，非常不错
2018-08-16 21:05:01,vos217805695,南京,4.5,还不错，挺喜欢黄渤的加油↖(^ω^)↗
2018-08-16 21:07:27,胖极啦baby,天津,1,看不懂。。。
2018-08-16 21:07:21,奇了怪了661,江门,4,很好哭好看
2018-08-16 21:07:18,liuge1026,郑州,5,不错，值得推荐
2018-08-16 21:07:06,Gzx19891212,顺德,4,还可以，有小小深度！！！！
2018-08-16 21:07:02,hHJ677535801,齐齐哈尔,5,可以可以 挺好的
2018-08-16 21:06:39,暖暖轮廓,赣榆,5,真的一出好戏
2018-08-16 21:05:53,yc1897.,淮安,5,看完微博上的脑洞分析忽然感觉自己看了恐怖片
2018-08-16 21:05:37,sSD116903566,西安,0.5,一座孤岛，这么经典的主题硬是拍成一锅垃圾大杂烩，还用配乐不明不白，
2018-08-16 21:05:33,fTi302658518,东莞,5,超喜欢黄渤，他的电影都会去支持，也喜欢这次的所有参演人员，演技很到位
2018-08-16 21:05:25,懒丶,宜昌,4,还不错，演技很赞，但是故事讲的我有点迷糊
2018-08-16 21:05:21,q867269956,天津,4,冲着黄渤去的，演技很好，剧情有一些乱，小绵羊成为一只腹黑小绵羊了
2018-08-16 21:05:13,Asy284491892,大连,0.5,贼气贼气贼气
2018-08-16 21:05:09,遇见69297,长沙,4.5,开始后有点一小截画面很晃，晃的眼花。当然笑点也很多啊，蛮搞笑的，心情不好都可以治愈了
2018-08-16 21:05:08,rqO700627030,长春,5,挺逗的，非常不错
2018-08-16 21:05:01,vos217805695,南京,4.5,还不错，挺喜欢黄渤的加油↖(^ω^)↗
2018-08-16 21:07:21,奇了怪了661,江门,4,很好哭好看
2018-08-16 21:07:18,liuge1026,郑州,5,不错，值得推荐
2018-08-16 21:07:06,Gzx19891212,顺德,4,还可以，有小小深度！！！！
